tpep_pickup_datetime,PULocationID,fare_amount,trip_distance
2025-02-01 04:47:56,68,10.0,1.57
2025-02-01 04:47:58,28,27.84,7.79
2025-02-01 04:48:00,144,10.7,1.46
2025-02-01 04:48:02,107,14.9,3.1
2025-02-01 04:48:05,148,21.2,4.44
2025-02-01 04:48:07,228,44.33,8.29
2025-02-01 04:48:07,228,35.2,7.68
2025-02-01 04:48:09,144,10.7,1.56
2025-02-01 04:48:11,48,5.1,0.65
2025-02-01 04:48:13,144,7.9,0.82
2025-02-01 04:48:18,80,31.39,9.01
2025-02-01 04:48:19,229,19.56,3.66
2025-02-01 04:48:26,114,13.16,2.1
2025-02-01 04:48:39,88,8.6,1.2
2025-02-01 04:48:40,68,22.6,4.7
2025-02-01 04:48:46,79,3.0,0.03
2025-02-01 04:48:47,107,16.92,2.57
2025-02-01 04:48:52,236,33.8,8.77
2025-02-01 04:48:54,144,17.75,3.06
2025-02-01 04:48:55,224,7.2,0.84
2025-02-01 04:49:00,85,41.93,11.8
2025-02-01 04:49:00,228,39.5,7.38
2025-02-01 04:49:06,79,27.5,5.58
2025-02-01 04:49:06,79,8.6,1.19
2025-02-01 04:49:18,114,17.7,4.23
2025-02-01 04:49:22,145,31.81,12.83
2025-02-01 04:49:24,144,7.2,0.8
2025-02-01 04:49:24,132,28.9,7.16
2025-02-01 04:49:26,238,7.9,1.22
2025-02-01 04:49:26,224,20.39,4.2
2025-02-01 04:49:29,48,26.8,5.36
2025-02-01 04:49:29,125,16.3,3.8
2025-02-01 04:49:34,163,7.2,0.98
2025-02-01 04:49:41,148,17.0,3.0
2025-02-01 04:49:47,158,10.0,1.58
2025-02-01 04:49:55,62,42.47,7.62
2025-02-01 04:50:00,186,8.6,1.28
2025-02-01 04:50:01,36,23.35,5.27
2025-02-01 04:50:04,48,17.7,3.72
2025-02-01 04:50:09,79,65.0,2.66
2025-02-01 04:50:10,48,4.4,0.56
2025-02-01 04:50:13,228,31.57,8.17
2025-02-01 04:50:14,68,18.91,4.5
2025-02-01 04:50:24,232,18.77,3.97
2025-02-01 04:50:27,255,57.55,16.47
2025-02-01 04:50:30,48,35.9,9.0
2025-02-01 04:50:37,260,29.24,7.43
2025-02-01 04:50:37,260,18.68,2.63
2025-02-01 04:50:50,233,5.1,0.7
2025-02-01 04:51:00,113,11.99,1.52
2025-02-01 04:51:00,131,16.06,4.34
2025-02-01 04:51:04,144,7.2,0.77
2025-02-01 04:51:08,130,36.66,11.45
2025-02-01 04:51:12,130,31.7,8.7
2025-02-01 04:51:17,144,12.8,2.31
2025-02-01 04:51:22,90,10.7,2.0
2025-02-01 04:51:22,140,32.4,7.8
2025-02-01 04:51:25,249,18.4,2.2
2025-02-01 04:51:29,211,16.3,3.41
2025-02-01 04:51:31,129,14.2,1.89
2025-02-01 04:51:32,164,8.44,1.62
2025-02-01 04:51:33,144,5.8,0.39
2025-02-01 04:51:33,261,49.2,11.78
2025-02-01 04:51:36,61,40.45,10.5
2025-02-01 04:51:46,137,14.23,2.1
2025-02-01 04:51:50,77,19.22,4.15
2025-02-01 04:51:50,230,70.0,17.96
2025-02-01 04:51:57,48,10.7,1.49
2025-02-01 04:52:00,89,19.91,5.6
2025-02-01 04:52:00,230,45.0,11.88
2025-02-01 04:52:02,164,20.5,4.58
2025-02-01 04:52:14,233,8.6,1.34
2025-02-01 04:52:22,232,7.3,0.74
2025-02-01 04:52:31,148,14.2,2.0
2025-02-01 04:52:33,237,10.7,1.95
2025-02-01 04:52:35,249,6.5,0.92
2025-02-01 04:52:43,157,10.02,0.9
2025-02-01 04:52:45,79,12.1,2.18
2025-02-01 04:52:45,107,12.83,1.99
2025-02-01 04:52:59,79,5.1,0.67
2025-02-01 04:53:00,228,52.98,7.16
2025-02-01 04:53:00,228,37.03,4.74
2025-02-01 04:53:03,134,9.06,1.99
2025-02-01 04:53:05,75,7.84,1.38
2025-02-01 04:53:07,246,27.69,3.3
2025-02-01 04:53:09,164,5.1,0.56
2025-02-01 04:53:10,263,25.4,4.64
2025-02-01 04:53:15,146,24.0,5.4
2025-02-01 04:53:15,79,26.03,5.41
2025-02-01 04:53:20,225,27.13,4.67
2025-02-01 04:53:24,237,7.2,1.2
2025-02-01 04:53:42,90,15.6,3.3
2025-02-01 04:53:45,74,31.0,7.44
2025-02-01 04:53:48,260,25.31,7.86
2025-02-01 04:53:57,228,49.93,0.13
2025-02-01 04:53:57,186,8.6,1.72
2025-02-01 04:54:01,131,23.72,4.5
2025-02-01 04:54:09,132,22.6,5.41
2025-02-01 04:54:14,68,21.2,4.37
2025-02-01 04:54:15,132,70.0,18.89
2025-02-01 04:54:15,164,18.33,4.9
2025-02-01 04:54:27,228,56.63,4.91
2025-02-01 04:54:30,186,7.2,1.05
2025-02-01 04:54:31,89,6.62,0.95
2025-02-01 04:54:37,79,7.98,1.88
2025-02-01 04:54:42,62,42.65,10.0
2025-02-01 04:54:44,66,22.72,3.16
2025-02-01 04:54:45,249,18.05,2.97
2025-02-01 04:54:45,132,70.0,17.81
2025-02-01 04:54:57,230,35.0,4.73
2025-02-01 04:55:00,90,8.45,0.86
2025-02-01 04:55:03,144,22.6,5.0
2025-02-01 04:55:04,209,28.2,6.3
2025-02-01 04:55:11,100,10.76,1.71
2025-02-01 04:55:13,106,41.44,7.73
2025-02-01 04:55:13,186,9.71,1.41
2025-02-01 04:55:15,164,6.05,0.6
2025-02-01 04:55:18,215,56.5,17.6
2025-02-01 04:55:22,229,7.2,1.13
2025-02-01 04:55:28,161,12.8,1.88
2025-02-01 04:55:37,164,9.31,1.37
2025-02-01 04:55:43,72,19.5,2.6
2025-02-01 04:55:51,79,11.4,1.58
2025-02-01 04:55:58,237,9.3,1.7
2025-02-01 04:55:59,228,44.57,7.32
2025-02-01 04:56:00,164,17.65,3.89
2025-02-01 04:56:16,144,20.41,3.33
2025-02-01 04:56:19,211,35.52,7.68
2025-02-01 04:56:29,90,8.39,1.08
2025-02-01 04:56:35,237,32.58,7.57
2025-02-01 04:56:54,132,70.0,19.09
2025-02-01 04:56:58,246,21.67,4.46
2025-02-01 04:57:00,90,8.05,0.69
2025-02-01 04:57:00,79,7.03,0.88
2025-02-01 04:57:02,161,18.82,4.3
2025-02-01 04:57:11,90,11.39,2.47
2025-02-01 04:57:12,211,10.7,1.46
2025-02-01 04:57:15,142,10.0,2.03
2025-02-01 04:57:23,239,44.3,10.68
2025-02-01 04:57:25,79,29.6,7.14
2025-02-01 04:57:30,80,9.49,1.9
2025-02-01 04:57:31,186,18.05,3.61
2025-02-01 04:57:32,48,70.0,18.41
2025-02-01 04:57:34,132,19.8,4.6
2025-02-01 04:57:42,148,38.0,9.83
2025-02-01 04:57:46,186,8.6,1.5
2025-02-01 04:57:52,246,10.0,1.73
2025-02-01 04:57:57,132,44.3,11.86
2025-02-01 04:57:57,254,39.07,10.3
2025-02-01 04:58:10,163,42.2,10.9
2025-02-01 04:58:16,45,20.68,4.97
2025-02-01 04:58:24,132,27.5,6.59
2025-02-01 04:58:24,79,7.2,1.21
2025-02-01 04:58:29,230,15.6,3.1
2025-02-01 04:58:32,79,20.33,3.7
2025-02-01 04:58:59,68,70.0,17.34
2025-02-01 04:59:05,263,33.1,8.37
2025-02-01 04:59:07,249,30.78,7.18
2025-02-01 04:59:10,230,10.7,1.91
2025-02-01 04:59:22,79,28.9,6.28
2025-02-01 04:59:24,107,5.8,0.7
2025-02-01 04:59:30,143,42.9,10.7
2025-02-01 04:59:33,48,12.8,2.13
2025-02-01 04:59:34,236,17.7,3.5
2025-02-01 04:59:34,107,5.8,0.4
2025-02-01 04:59:46,163,10.0,1.52
2025-02-01 04:59:53,36,8.79,0.42
2025-02-01 04:59:56,228,47.76,7.8
2025-02-01 05:00:00,228,50.4,9.66
2025-02-01 05:00:05,164,5.8,0.57
2025-02-01 05:00:24,36,9.05,1.65
2025-02-01 05:00:25,79,5.1,0.4
2025-02-01 05:00:29,234,26.78,4.17
2025-02-01 05:00:37,228,35.59,9.24
2025-02-01 05:00:39,249,5.1,0.46
2025-02-01 05:00:42,129,32.12,10.76
2025-02-01 05:00:45,48,12.1,1.75
2025-02-01 05:00:45,79,14.9,3.5
2025-02-01 05:00:58,164,21.59,3.77
2025-02-01 05:01:02,132,48.5,10.46
2025-02-01 05:01:21,228,42.23,3.61
2025-02-01 05:01:22,89,57.5,17.6
2025-02-01 05:01:33,164,88.8,18.22
2025-02-01 05:01:34,209,70.0,19.32
2025-02-01 05:01:52,79,7.2,0.6
2025-02-01 05:02:05,137,6.5,0.75
2025-02-01 05:02:21,132,134.6,32.79
2025-02-01 05:02:21,37,9.29,1.82
2025-02-01 05:02:26,161,40.8,9.79
2025-02-01 05:02:34,228,27.32,6.92
2025-02-01 05:02:39,48,13.76,3.16
2025-02-01 05:02:41,237,70.0,16.1
2025-02-01 05:02:52,236,47.1,11.6
2025-02-01 05:03:14,132,41.5,10.32
2025-02-01 05:03:15,228,58.74,15.4
2025-02-01 05:03:20,125,37.5,11.18
2025-02-01 05:03:29,48,12.8,2.6
2025-02-01 05:03:41,107,8.92,0.13
2025-02-01 05:03:41,164,6.5,0.8
2025-02-01 05:03:42,132,71.6,18.65
2025-02-01 05:03:55,141,12.8,2.13
2025-02-01 05:03:56,249,8.6,1.1
2025-02-01 05:04:12,48,19.8,3.72
2025-02-01 05:04:19,75,7.2,1.19
2025-02-01 05:04:21,197,13.19,2.93
2025-02-01 05:04:22,263,9.3,1.5
2025-02-01 05:04:29,211,24.0,4.73
2025-02-01 05:04:39,142,14.03,2.76
2025-02-01 05:04:40,228,47.04,12.29
2025-02-01 05:04:41,141,10.7,2.1
2025-02-01 05:04:51,144,7.9,0.76
2025-02-01 05:04:57,201,74.5,20.9
2025-02-01 05:04:59,228,67.87,14.02
2025-02-01 05:04:59,239,12.1,1.97
2025-02-01 05:05:02,229,7.9,1.1
2025-02-01 05:05:04,79,9.3,1.3
2025-02-01 05:05:09,137,9.21,1.66
2025-02-01 05:05:23,107,20.5,3.66
2025-02-01 05:05:51,7,24.85,8.34
2025-02-01 05:05:54,113,21.9,4.9
2025-02-01 05:05:55,249,11.4,2.4
2025-02-01 05:06:00,228,52.21,11.42
2025-02-01 05:06:00,114,28.2,6.6
2025-02-01 05:06:02,249,11.71,1.47
2025-02-01 05:06:03,186,70.0,18.15
2025-02-01 05:06:12,132,68.1,18.19
2025-02-01 05:06:15,137,38.7,9.31
2025-02-01 05:06:26,249,7.2,1.05
2025-02-01 05:06:52,148,14.9,3.07
2025-02-01 05:06:52,228,56.31,12.6
2025-02-01 05:06:55,233,7.2,0.7
2025-02-01 05:06:56,50,21.9,4.27
2025-02-01 05:06:57,239,70.0,20.29
2025-02-01 05:06:58,85,37.87,10.48
2025-02-01 05:07:00,228,51.94,8.65
2025-02-01 05:07:00,140,9.3,1.64
2025-02-01 05:07:21,14,6.17,1.33
2025-02-01 05:07:36,262,32.4,8.16
2025-02-01 05:07:37,170,24.7,5.42
2025-02-01 05:07:38,76,28.57,7.23
2025-02-01 05:07:52,132,70.0,18.76
2025-02-01 05:07:56,186,42.2,9.94
2025-02-01 05:08:00,114,8.6,1.24
2025-02-01 05:08:00,239,13.5,2.86
2025-02-01 05:08:01,141,6.5,0.7
2025-02-01 05:08:07,130,9.65,1.7
2025-02-01 05:08:09,114,13.5,2.21
2025-02-01 05:08:11,141,18.4,3.83
2025-02-01 05:08:19,238,9.3,1.72
2025-02-01 05:08:26,254,40.89,12.9
2025-02-01 05:08:27,132,38.0,9.67
2025-02-01 05:08:33,164,6.5,0.9
2025-02-01 05:08:53,48,75.0,7.0
2025-02-01 05:08:55,137,7.2,1.07
2025-02-01 05:08:57,230,70.0,17.04
2025-02-01 05:08:58,186,5.8,0.69
2025-02-01 05:09:05,224,15.96,4.1
2025-02-01 05:09:08,132,26.8,6.8
2025-02-01 05:09:08,186,11.4,1.8
2025-02-01 05:09:10,170,4.4,0.25
2025-02-01 05:09:11,132,70.0,17.25
2025-02-01 05:09:12,230,47.1,12.11
2025-02-01 05:09:20,48,7.9,1.15
2025-02-01 05:09:23,143,57.6,15.59
2025-02-01 05:09:25,140,33.8,8.8
2025-02-01 05:09:27,183,29.32,12.36
2025-02-01 05:09:31,211,35.9,7.81
2025-02-01 05:09:34,263,7.9,1.31
2025-02-01 05:09:46,229,40.8,10.43
2025-02-01 05:09:46,87,10.7,2.33
2025-02-01 05:09:52,148,24.38,5.01
2025-02-01 05:09:55,186,6.5,1.0
2025-02-01 05:10:00,164,12.23,2.14
2025-02-01 05:10:05,68,21.9,4.67
2025-02-01 05:10:12,100,11.4,1.42
2025-02-01 05:10:21,186,8.6,1.22
2025-02-01 05:10:22,79,8.6,1.12
2025-02-01 05:10:25,186,8.6,1.1
2025-02-01 05:10:40,107,7.83,1.19
2025-02-01 05:10:42,125,12.8,2.46
2025-02-01 05:11:02,232,10.0,1.3
2025-02-01 05:11:03,114,39.4,8.0
2025-02-01 05:11:05,137,14.9,2.56
2025-02-01 05:11:17,90,7.9,0.95
2025-02-01 05:11:31,186,7.9,1.15
2025-02-01 05:11:53,107,70.0,17.2
2025-02-01 05:11:55,90,10.0,1.74
2025-02-01 05:12:01,234,13.5,2.63
2025-02-01 05:12:06,48,38.0,8.21
2025-02-01 05:12:17,145,8.6,1.25
2025-02-01 05:12:19,140,40.8,10.7
2025-02-01 05:12:21,79,9.3,1.15
2025-02-01 05:12:40,263,7.9,1.37
2025-02-01 05:12:48,50,70.0,18.2
2025-02-01 05:12:57,137,9.3,1.36
2025-02-01 05:12:59,75,32.4,7.52
2025-02-01 05:13:04,79,11.4,2.59
2025-02-01 05:13:41,41,18.46,4.06
2025-02-01 05:13:48,162,11.4,2.0
2025-02-01 05:13:49,68,21.9,4.3
2025-02-01 05:13:55,263,33.8,8.64
2025-02-01 05:13:57,158,33.05,8.99
2025-02-01 05:14:00,90,7.15,1.26
2025-02-01 05:14:06,157,22.6,4.9
2025-02-01 05:14:07,82,16.78,3.99
2025-02-01 05:14:13,68,80.4,16.4
2025-02-01 05:14:18,79,12.34,2.59
2025-02-01 05:14:31,140,19.8,3.32
2025-02-01 05:14:38,149,13.5,2.02
2025-02-01 05:14:43,170,42.9,11.09
2025-02-01 05:14:59,164,5.8,0.78
2025-02-01 05:15:00,48,27.5,6.35
2025-02-01 05:15:01,236,64.2,18.9
2025-02-01 05:15:14,232,2.47,1.85
2025-02-01 05:15:19,69,4.8,0.53
2025-02-01 05:15:25,256,15.71,3.19
2025-02-01 05:15:52,79,70.0,17.59
2025-02-01 05:15:59,107,17.7,3.22
2025-02-01 05:16:33,48,7.2,0.96
2025-02-01 05:16:38,263,32.4,7.28
2025-02-01 05:16:41,233,7.9,1.31
2025-02-01 05:16:46,258,11.14,2.22
2025-02-01 05:16:54,143,15.95,4.33
2025-02-01 05:16:57,263,10.0,2.0
2025-02-01 05:16:58,158,42.9,10.7
2025-02-01 05:17:04,161,7.9,0.9
2025-02-01 05:17:08,48,38.0,9.15
2025-02-01 05:17:33,77,20.84,3.46
2025-02-01 05:17:33,132,68.1,17.81
2025-02-01 05:17:35,87,7.9,0.53
2025-02-01 05:18:47,148,8.6,1.37
2025-02-01 05:19:03,90,48.5,12.4
2025-02-01 05:19:12,239,89.5,18.1
2025-02-01 05:19:22,230,47.1,11.53
2025-02-01 05:19:27,161,44.29,9.85
2025-02-01 05:19:28,170,6.5,0.88
2025-02-01 05:19:28,7,27.5,6.31
2025-02-01 05:19:41,239,87.4,18.2
2025-02-01 05:19:41,49,37.33,6.7
2025-02-01 05:19:49,196,36.12,10.21
2025-02-01 05:19:58,170,4.4,0.51
2025-02-01 05:20:01,48,21.53,6.24
2025-02-01 05:20:15,186,17.0,3.37
2025-02-01 05:20:20,237,35.9,9.29
2025-02-01 05:20:28,79,70.0,19.5
2025-02-01 05:20:32,219,78.6,22.03
2025-02-01 05:20:33,163,70.0,17.22
2025-02-01 05:20:38,215,6.23,0.9
2025-02-01 05:20:38,263,21.9,4.82
2025-02-01 05:20:59,63,19.82,5.3
2025-02-01 05:21:07,79,10.7,2.1
2025-02-01 05:21:15,79,14.15,0.76
2025-02-01 05:21:18,233,15.6,3.07
2025-02-01 05:21:36,162,7.2,0.9
2025-02-01 05:21:40,229,38.0,9.46
2025-02-01 05:21:43,233,5.8,0.7
2025-02-01 05:21:47,147,32.5,7.3
2025-02-01 05:21:54,263,12.8,2.53
2025-02-01 05:21:56,164,70.0,17.65
2025-02-01 05:22:05,140,70.0,18.06
2025-02-01 05:22:08,249,13.5,2.81
2025-02-01 05:22:12,90,16.61,2.32
2025-02-01 05:22:15,148,23.3,3.98
2025-02-01 05:22:18,142,43.6,10.85
2025-02-01 05:22:39,25,18.92,3.51
2025-02-01 05:22:41,234,5.8,0.7
2025-02-01 05:22:43,41,7.6,1.27
2025-02-01 05:22:53,35,18.03,3.9
2025-02-01 05:23:19,79,7.2,1.27
2025-02-01 05:23:37,132,70.0,18.14
2025-02-01 05:23:41,75,5.39,0.79
