tpep_pickup_datetime,PULocationID,fare_amount,trip_distance
2025-02-01 01:29:34,100,27.85,6.79
2025-02-01 01:29:35,158,12.8,1.94
2025-02-01 01:29:36,249,11.45,1.68
2025-02-01 01:29:36,114,21.2,4.5
2025-02-01 01:29:36,234,34.5,7.85
2025-02-01 01:29:38,211,13.5,2.08
2025-02-01 01:29:38,113,12.1,2.16
2025-02-01 01:29:39,50,11.17,1.8
2025-02-01 01:29:40,141,14.9,2.97
2025-02-01 01:29:40,114,7.2,0.8
2025-02-01 01:29:40,246,8.6,0.93
2025-02-01 01:29:40,137,9.3,1.32
2025-02-01 01:29:40,148,10.36,0.84
2025-02-01 01:29:41,158,24.27,4.48
2025-02-01 01:29:41,249,21.2,4.26
2025-02-01 01:29:42,107,7.2,0.92
2025-02-01 01:29:43,79,31.0,6.39
2025-02-01 01:29:43,90,6.5,0.97
2025-02-01 01:29:44,48,15.93,2.18
2025-02-01 01:29:45,114,10.0,1.5
2025-02-01 01:29:45,4,21.9,4.1
2025-02-01 01:29:45,79,17.0,2.35
2025-02-01 01:29:46,148,14.2,1.81
2025-02-01 01:29:46,48,6.5,0.67
2025-02-01 01:29:47,249,12.81,2.42
2025-02-01 01:29:48,249,11.4,1.43
2025-02-01 01:29:48,114,8.6,1.1
2025-02-01 01:29:50,211,10.7,1.24
2025-02-01 01:29:50,164,4.4,0.5
2025-02-01 01:29:50,148,10.82,1.1
2025-02-01 01:29:51,114,8.81,0.93
2025-02-01 01:29:51,48,15.6,2.5
2025-02-01 01:29:51,186,11.06,1.86
2025-02-01 01:29:53,231,21.13,5.91
2025-02-01 01:29:53,249,13.5,2.4
2025-02-01 01:29:53,79,9.66,1.09
2025-02-01 01:29:54,229,21.2,4.15
2025-02-01 01:29:54,48,15.99,3.37
2025-02-01 01:29:55,79,9.3,1.55
2025-02-01 01:29:55,144,21.9,4.24
2025-02-01 01:29:56,48,8.6,1.29
2025-02-01 01:29:56,48,19.8,3.87
2025-02-01 01:29:56,158,10.57,1.55
2025-02-01 01:29:57,186,10.7,1.23
2025-02-01 01:29:58,249,6.5,0.9
2025-02-01 01:29:58,148,24.7,5.4
2025-02-01 01:29:59,249,12.58,1.58
2025-02-01 01:29:59,148,14.9,3.07
2025-02-01 01:29:59,48,12.55,1.48
2025-02-01 01:29:59,211,9.3,1.15
2025-02-01 01:30:00,148,9.3,1.14
2025-02-01 01:30:02,107,7.9,1.0
2025-02-01 01:30:02,148,13.5,2.2
2025-02-01 01:30:04,249,14.2,2.59
2025-02-01 01:30:04,79,14.2,2.15
2025-02-01 01:30:04,256,45.89,15.79
2025-02-01 01:30:05,186,10.0,1.38
2025-02-01 01:30:05,236,15.6,3.2
2025-02-01 01:30:05,144,23.3,4.35
2025-02-01 01:30:07,239,9.3,1.71
2025-02-01 01:30:07,148,11.4,1.42
2025-02-01 01:30:09,170,7.2,0.6
2025-02-01 01:30:09,231,17.7,2.89
2025-02-01 01:30:10,114,13.5,2.3
2025-02-01 01:30:10,144,26.1,6.2
2025-02-01 01:30:11,249,16.93,2.34
2025-02-01 01:30:12,158,21.2,4.23
2025-02-01 01:30:12,24,10.03,3.08
2025-02-01 01:30:14,114,5.8,0.57
2025-02-01 01:30:15,186,31.7,6.6
2025-02-01 01:30:17,137,8.6,1.45
2025-02-01 01:30:20,158,12.8,2.1
2025-02-01 01:30:20,107,20.15,0.74
2025-02-01 01:30:20,249,9.3,1.7
2025-02-01 01:30:21,234,14.2,3.0
2025-02-01 01:30:22,79,18.4,3.5
2025-02-01 01:30:23,261,16.91,1.9
2025-02-01 01:30:23,148,15.83,1.8
2025-02-01 01:30:24,148,12.1,1.61
2025-02-01 01:30:25,90,7.2,0.82
2025-02-01 01:30:25,114,25.4,4.04
2025-02-01 01:30:26,158,14.2,2.31
2025-02-01 01:30:27,164,7.2,1.07
2025-02-01 01:30:27,4,14.9,2.86
2025-02-01 01:30:27,137,12.1,2.6
2025-02-01 01:30:28,114,10.7,1.45
2025-02-01 01:30:28,249,14.2,2.07
2025-02-01 01:30:28,148,6.5,0.8
2025-02-01 01:30:30,148,10.0,1.18
2025-02-01 01:30:31,238,28.9,5.8
2025-02-01 01:30:31,261,7.99,0.58
2025-02-01 01:30:32,246,5.8,0.58
2025-02-01 01:30:32,148,12.41,1.56
2025-02-01 01:30:32,164,10.7,1.6
2025-02-01 01:30:33,231,7.9,1.03
2025-02-01 01:30:34,48,12.8,2.18
2025-02-01 01:30:37,164,11.04,1.66
2025-02-01 01:30:37,249,14.2,2.02
2025-02-01 01:30:37,125,30.76,4.32
2025-02-01 01:30:37,48,8.87,1.09
2025-02-01 01:30:37,79,9.88,1.46
2025-02-01 01:30:38,7,4.8,0.03
2025-02-01 01:30:39,249,11.4,1.4
2025-02-01 01:30:40,88,14.2,3.0
2025-02-01 01:30:40,79,13.44,1.6
2025-02-01 01:30:40,132,21.2,5.03
2025-02-01 01:30:41,142,10.7,2.0
2025-02-01 01:30:42,79,21.2,3.57
2025-02-01 01:30:43,90,13.01,2.09
2025-02-01 01:30:44,238,6.91,1.5
2025-02-01 01:30:44,158,8.55,0.8
2025-02-01 01:30:46,231,7.9,1.2
2025-02-01 01:30:47,48,12.1,2.3
2025-02-01 01:30:47,246,7.9,1.22
2025-02-01 01:30:47,249,9.3,0.9
2025-02-01 01:30:49,231,15.6,2.61
2025-02-01 01:30:50,249,12.8,2.18
2025-02-01 01:30:51,148,20.94,3.12
2025-02-01 01:30:51,233,30.3,6.68
2025-02-01 01:30:53,234,16.84,2.51
2025-02-01 01:30:54,114,18.4,2.29
2025-02-01 01:30:54,234,13.94,1.99
2025-02-01 01:30:54,148,7.2,0.72
2025-02-01 01:30:55,181,27.06,5.27
2025-02-01 01:30:55,68,14.38,1.93
2025-02-01 01:30:55,263,5.8,0.5
2025-02-01 01:30:56,263,13.99,3.05
2025-02-01 01:30:56,238,6.5,1.04
2025-02-01 01:30:57,230,10.0,1.29
2025-02-01 01:30:57,249,33.42,8.71
2025-02-01 01:30:58,114,8.6,1.37
2025-02-01 01:30:58,107,11.4,1.69
2025-02-01 01:30:59,158,26.8,5.42
2025-02-01 01:31:00,170,16.88,2.9
2025-02-01 01:31:01,48,25.36,5.72
2025-02-01 01:31:01,79,13.42,0.17
2025-02-01 01:31:02,79,5.1,0.76
2025-02-01 01:31:03,249,10.7,1.08
2025-02-01 01:31:04,144,19.1,3.48
2025-02-01 01:31:05,79,12.1,2.31
2025-02-01 01:31:05,4,7.2,0.97
2025-02-01 01:31:05,229,10.7,1.97
2025-02-01 01:31:05,211,7.2,0.92
2025-02-01 01:31:06,231,18.96,3.01
2025-02-01 01:31:06,249,7.9,0.91
2025-02-01 01:31:07,249,16.08,1.72
2025-02-01 01:31:08,158,5.1,0.62
2025-02-01 01:31:09,79,5.1,0.4
2025-02-01 01:31:09,113,7.9,0.79
2025-02-01 01:31:11,79,12.48,1.84
2025-02-01 01:31:11,144,7.9,0.99
2025-02-01 01:31:12,234,14.2,2.45
2025-02-01 01:31:13,90,6.28,1.06
2025-02-01 01:31:13,211,8.6,1.3
2025-02-01 01:31:14,79,11.4,1.51
2025-02-01 01:31:14,144,20.5,4.08
2025-02-01 01:31:14,158,6.5,0.74
2025-02-01 01:31:15,249,21.2,4.69
2025-02-01 01:31:16,79,13.44,2.01
2025-02-01 01:31:17,256,36.44,10.0
2025-02-01 01:31:17,234,5.1,0.74
2025-02-01 01:31:18,79,12.8,2.21
2025-02-01 01:31:18,79,9.3,1.43
2025-02-01 01:31:19,113,21.2,3.25
2025-02-01 01:31:19,79,5.8,0.59
2025-02-01 01:31:23,148,9.13,0.95
2025-02-01 01:31:23,79,7.9,0.93
2025-02-01 01:31:24,144,16.3,2.69
2025-02-01 01:31:25,79,11.42,1.9
2025-02-01 01:31:28,148,10.03,1.03
2025-02-01 01:31:28,234,12.8,2.36
2025-02-01 01:31:28,79,10.96,1.23
2025-02-01 01:31:29,263,6.5,1.08
2025-02-01 01:31:29,79,11.4,2.6
2025-02-01 01:31:31,125,27.51,4.72
2025-02-01 01:31:32,148,17.0,2.57
2025-02-01 01:31:33,125,6.5,0.7
2025-02-01 01:31:33,231,12.1,1.85
2025-02-01 01:31:34,158,14.21,2.35
2025-02-01 01:31:36,4,8.6,0.85
2025-02-01 01:31:39,249,12.8,1.98
2025-02-01 01:31:39,249,26.8,5.58
2025-02-01 01:31:42,158,15.92,2.14
2025-02-01 01:31:42,164,12.4,1.6
2025-02-01 01:31:43,113,8.6,1.0
2025-02-01 01:31:44,113,15.2,2.35
2025-02-01 01:31:45,144,17.57,2.69
2025-02-01 01:31:46,164,7.2,1.0
2025-02-01 01:31:46,148,7.2,0.7
2025-02-01 01:31:46,79,23.99,5.42
2025-02-01 01:31:48,79,8.6,1.17
2025-02-01 01:31:49,148,13.5,1.65
2025-02-01 01:31:49,79,16.26,2.15
2025-02-01 01:31:52,114,11.83,1.68
2025-02-01 01:31:52,148,41.11,12.15
2025-02-01 01:31:52,249,24.45,4.39
2025-02-01 01:31:52,234,7.2,1.05
2025-02-01 01:31:53,79,16.3,2.8
2025-02-01 01:31:54,114,17.7,3.3
2025-02-01 01:31:54,107,12.8,1.6
2025-02-01 01:31:55,144,8.6,1.1
2025-02-01 01:31:57,79,22.6,4.85
2025-02-01 01:31:57,48,21.2,3.8
2025-02-01 01:31:57,4,11.51,0.7
2025-02-01 01:31:58,158,7.9,1.37
2025-02-01 01:32:00,4,9.11,1.8
2025-02-01 01:32:00,48,25.55,7.4
2025-02-01 01:32:00,234,10.0,1.45
2025-02-01 01:32:00,249,20.35,3.37
2025-02-01 01:32:01,114,11.4,1.4
2025-02-01 01:32:01,249,11.29,1.37
2025-02-01 01:32:02,148,10.0,1.32
2025-02-01 01:32:02,79,13.5,2.35
2025-02-01 01:32:04,148,9.22,0.98
2025-02-01 01:32:05,231,12.1,2.17
2025-02-01 01:32:06,68,19.45,4.3
2025-02-01 01:32:07,48,7.2,1.03
2025-02-01 01:32:08,90,15.6,3.19
2025-02-01 01:32:09,141,17.0,3.04
2025-02-01 01:32:09,230,24.0,4.93
2025-02-01 01:32:10,113,17.31,3.01
2025-02-01 01:32:10,107,15.37,1.87
2025-02-01 01:32:10,234,12.8,2.26
2025-02-01 01:32:11,231,11.19,1.28
2025-02-01 01:32:11,48,17.83,2.28
2025-02-01 01:32:12,68,15.83,1.96
2025-02-01 01:32:14,148,10.7,1.9
2025-02-01 01:32:15,114,20.5,4.56
2025-02-01 01:32:16,79,14.98,1.9
2025-02-01 01:32:16,114,14.9,3.0
2025-02-01 01:32:17,45,11.15,1.56
2025-02-01 01:32:18,107,10.7,1.32
2025-02-01 01:32:19,114,8.6,1.25
2025-02-01 01:32:20,148,10.57,1.01
2025-02-01 01:32:22,148,13.51,1.72
2025-02-01 01:32:23,231,9.3,1.3
2025-02-01 01:32:24,114,6.5,0.5
2025-02-01 01:32:24,4,12.9,2.19
2025-02-01 01:32:24,249,14.2,2.19
2025-02-01 01:32:25,79,11.4,2.21
2025-02-01 01:32:25,255,19.03,3.11
2025-02-01 01:32:25,114,10.7,1.16
2025-02-01 01:32:26,79,14.3,1.71
2025-02-01 01:32:27,79,13.65,1.5
2025-02-01 01:32:28,144,12.1,1.81
2025-02-01 01:32:29,114,10.39,1.07
2025-02-01 01:32:29,79,12.1,1.82
2025-02-01 01:32:31,246,10.0,1.6
2025-02-01 01:32:31,141,36.6,7.88
2025-02-01 01:32:32,48,21.86,4.4
2025-02-01 01:32:32,234,22.71,4.62
2025-02-01 01:32:33,80,19.61,5.7
2025-02-01 01:32:34,107,17.7,3.28
2025-02-01 01:32:35,164,15.28,2.07
2025-02-01 01:32:35,135,35.45,9.52
2025-02-01 01:32:35,144,42.9,9.48
2025-02-01 01:32:36,79,7.2,1.15
2025-02-01 01:32:36,249,8.6,1.3
2025-02-01 01:32:36,249,11.4,1.98
2025-02-01 01:32:37,148,11.05,0.91
2025-02-01 01:32:37,144,10.45,1.26
2025-02-01 01:32:37,246,16.3,3.1
2025-02-01 01:32:38,249,6.5,0.8
2025-02-01 01:32:38,211,15.6,2.4
2025-02-01 01:32:38,211,26.15,4.69
2025-02-01 01:32:38,249,37.3,6.97
2025-02-01 01:32:39,246,9.11,1.7
2025-02-01 01:32:39,107,7.9,1.1
2025-02-01 01:32:40,158,11.4,1.52
2025-02-01 01:32:40,236,8.6,1.6
2025-02-01 01:32:40,249,8.6,0.95
2025-02-01 01:32:42,238,6.5,0.86
2025-02-01 01:32:43,114,24.9,3.55
2025-02-01 01:32:43,249,19.1,3.33
2025-02-01 01:32:43,249,17.7,3.39
2025-02-01 01:32:43,68,17.0,3.7
2025-02-01 01:32:44,233,5.1,0.38
2025-02-01 01:32:45,144,21.2,4.1
2025-02-01 01:32:45,79,5.1,0.57
2025-02-01 01:32:46,234,28.9,5.9
2025-02-01 01:32:46,158,9.3,1.4
2025-02-01 01:32:46,4,20.25,3.67
2025-02-01 01:32:47,79,6.5,0.6
2025-02-01 01:32:47,211,9.3,1.0
2025-02-01 01:32:47,79,10.7,1.07
2025-02-01 01:32:48,158,3.7,1.3
2025-02-01 01:32:50,144,14.83,2.2
2025-02-01 01:32:50,144,22.74,4.44
2025-02-01 01:32:51,144,9.3,1.2
2025-02-01 01:32:52,76,64.94,22.35
2025-02-01 01:32:53,170,4.4,0.3
2025-02-01 01:32:53,142,24.0,5.63
2025-02-01 01:32:53,164,13.62,2.3
2025-02-01 01:32:54,234,12.1,2.45
2025-02-01 01:32:54,249,14.68,1.49
2025-02-01 01:32:55,249,12.1,1.77
2025-02-01 01:32:55,163,11.4,2.0
2025-02-01 01:32:55,170,10.0,1.36
2025-02-01 01:32:55,137,12.47,1.85
2025-02-01 01:32:55,107,5.8,0.77
2025-02-01 01:32:56,158,8.4,0.75
2025-02-01 01:32:56,246,10.0,1.52
2025-02-01 01:32:56,148,8.6,1.23
2025-02-01 01:32:57,232,21.7,4.57
2025-02-01 01:32:57,142,12.79,2.54
2025-02-01 01:32:58,148,12.87,1.9
2025-02-01 01:32:58,79,12.8,2.11
2025-02-01 01:32:59,88,11.75,2.66
2025-02-01 01:32:59,186,10.39,0.98
2025-02-01 01:33:00,158,24.9,4.69
2025-02-01 01:33:00,144,7.2,0.82
2025-02-01 01:33:00,231,12.5,1.59
2025-02-01 01:33:00,234,19.1,4.2
2025-02-01 01:33:00,144,9.3,1.01
2025-02-01 01:33:01,107,9.3,1.44
2025-02-01 01:33:03,79,7.9,0.93
2025-02-01 01:33:03,148,8.4,0.31
2025-02-01 01:33:04,231,11.4,1.42
2025-02-01 01:33:05,148,31.7,7.92
2025-02-01 01:33:07,158,8.6,1.44
2025-02-01 01:33:09,249,31.15,5.11
2025-02-01 01:33:09,262,21.9,5.41
2025-02-01 01:33:09,148,9.49,1.18
2025-02-01 01:33:09,79,9.3,1.39
2025-02-01 01:33:09,264,8.6,1.3
2025-02-01 01:33:10,48,45.0,10.6
2025-02-01 01:33:11,144,15.61,1.9
2025-02-01 01:33:13,249,11.4,1.96
2025-02-01 01:33:13,36,40.98,15.11
2025-02-01 01:33:14,230,17.7,3.8
2025-02-01 01:33:14,114,8.57,0.75
2025-02-01 01:33:14,249,8.6,1.03
2025-02-01 01:33:14,114,10.0,1.3
2025-02-01 01:33:15,114,16.25,2.35
2025-02-01 01:33:16,79,18.51,3.2
2025-02-01 01:33:17,88,18.4,3.45
2025-02-01 01:33:18,107,10.0,1.11
2025-02-01 01:33:19,234,7.2,0.96
2025-02-01 01:33:21,249,23.3,4.21
2025-02-01 01:33:23,48,19.8,4.43
2025-02-01 01:33:23,231,8.6,0.99
2025-02-01 01:33:23,263,7.2,1.2
2025-02-01 01:33:25,144,10.0,1.19
2025-02-01 01:33:25,211,6.3,0.5
2025-02-01 01:33:26,230,32.19,10.16
2025-02-01 01:33:26,90,8.83,1.38
2025-02-01 01:33:28,232,21.51,3.35
2025-02-01 01:33:28,68,15.42,2.36
2025-02-01 01:33:29,114,26.8,4.73
2025-02-01 01:33:29,79,13.69,1.87
2025-02-01 01:33:30,212,13.69,6.19
2025-02-01 01:33:31,158,5.1,0.37
2025-02-01 01:33:31,237,18.4,4.0
2025-02-01 01:33:31,234,11.01,1.45
2025-02-01 01:33:32,114,27.59,4.2
2025-02-01 01:33:32,79,9.3,1.41
2025-02-01 01:33:32,114,24.77,4.76
2025-02-01 01:33:33,144,21.76,3.83
2025-02-01 01:33:34,114,10.0,1.2
2025-02-01 01:33:34,158,7.9,1.06
2025-02-01 01:33:34,79,6.78,0.78
2025-02-01 01:33:35,211,5.8,0.53
2025-02-01 01:33:36,114,24.0,4.56
2025-02-01 01:33:38,148,10.0,1.69
2025-02-01 01:33:38,144,31.7,5.45
2025-02-01 01:33:38,45,14.8,0.96
2025-02-01 01:33:40,4,6.5,0.6
2025-02-01 01:33:41,107,28.9,5.1
2025-02-01 01:33:41,79,8.5,0.75
2025-02-01 01:33:43,164,18.53,2.74
2025-02-01 01:33:43,262,15.6,2.85
2025-02-01 01:33:43,158,12.1,2.1
2025-02-01 01:33:47,79,11.82,1.63
2025-02-01 01:33:47,48,11.4,2.02
2025-02-01 01:33:48,114,6.5,0.64
2025-02-01 01:33:49,79,22.94,4.07
2025-02-01 01:33:50,148,41.22,12.16
2025-02-01 01:33:50,148,15.6,2.9
2025-02-01 01:33:51,132,21.9,5.2
2025-02-01 01:33:52,107,11.3,0.13
2025-02-01 01:33:52,249,16.3,3.0
2025-02-01 01:33:52,158,26.25,4.71
2025-02-01 01:33:53,107,14.76,3.21
2025-02-01 01:33:54,79,11.44,1.52
2025-02-01 01:33:55,148,12.23,1.77
2025-02-01 01:33:56,113,10.0,1.2
2025-02-01 01:33:57,100,31.35,7.79
2025-02-01 01:33:58,164,8.6,1.34
2025-02-01 01:33:58,79,9.3,0.98
2025-02-01 01:34:00,186,12.75,0.16
2025-02-01 01:34:00,144,7.8,0.6
2025-02-01 01:34:00,186,8.78,1.33
2025-02-01 01:34:00,234,18.84,2.48
2025-02-01 01:34:00,90,10.25,1.69
2025-02-01 01:34:00,114,8.58,1.06
2025-02-01 01:34:00,164,18.52,2.83
2025-02-01 01:34:01,114,6.5,0.66
2025-02-01 01:34:01,113,34.29,6.7
2025-02-01 01:34:01,144,17.7,2.73
2025-02-01 01:34:02,143,14.03,2.32
2025-02-01 01:34:02,249,14.2,2.5
2025-02-01 01:34:03,107,20.5,4.31
2025-02-01 01:34:03,79,7.9,0.92
2025-02-01 01:34:04,79,10.2,1.18
2025-02-01 01:34:05,48,22.6,5.19
2025-02-01 01:34:05,144,12.71,2.74
2025-02-01 01:34:06,4,26.1,5.1
2025-02-01 01:34:07,114,13.5,2.24
2025-02-01 01:34:08,107,13.01,2.05
2025-02-01 01:34:08,148,17.6,2.7
2025-02-01 01:34:09,164,22.6,4.7
2025-02-01 01:34:11,116,6.91,1.1
2025-02-01 01:34:11,114,11.4,2.08
2025-02-01 01:34:13,234,12.38,1.44
2025-02-01 01:34:13,79,17.0,3.99
2025-02-01 01:34:14,249,28.9,6.12
2025-02-01 01:34:14,209,29.6,6.08
2025-02-01 01:34:15,229,6.5,1.0
2025-02-01 01:34:15,143,27.84,5.65
2025-02-01 01:34:16,144,7.9,1.06
2025-02-01 01:34:17,232,12.1,1.8
2025-02-01 01:34:18,234,6.5,0.93
2025-02-01 01:34:19,79,12.47,1.56
2025-02-01 01:34:20,144,12.44,1.13
2025-02-01 01:34:21,132,140.0,33.82
2025-02-01 01:34:21,144,8.67,0.78
2025-02-01 01:34:21,158,25.0,2.38
2025-02-01 01:34:21,114,13.5,1.7
2025-02-01 01:34:21,230,19.3,3.48
2025-02-01 01:34:23,4,8.26,0.83
2025-02-01 01:34:23,249,11.4,1.9
2025-02-01 01:34:25,239,9.3,1.22
2025-02-01 01:34:25,249,5.8,0.83
2025-02-01 01:34:25,88,14.9,3.16
2025-02-01 01:34:26,249,16.3,2.17
2025-02-01 01:34:26,186,7.9,1.04
2025-02-01 01:34:26,234,12.1,2.17
2025-02-01 01:34:26,148,10.0,1.64
2025-02-01 01:34:26,148,6.5,0.72
2025-02-01 01:34:26,211,7.42,1.08
2025-02-01 01:34:27,158,26.8,5.11
2025-02-01 01:34:27,90,24.0,4.22
2025-02-01 01:34:29,68,7.2,1.14
2025-02-01 01:34:30,148,21.9,4.2
2025-02-01 01:34:30,79,8.6,1.28
2025-02-01 01:34:30,148,11.4,1.92
2025-02-01 01:34:32,164,7.2,1.0
2025-02-01 01:34:32,148,14.73,2.2
2025-02-01 01:34:33,148,30.47,5.88
2025-02-01 01:34:33,249,15.28,2.5
2025-02-01 01:34:33,211,42.9,9.8
2025-02-01 01:34:34,249,14.8,1.5
2025-02-01 01:34:35,166,10.0,1.8
2025-02-01 01:34:36,148,11.4,1.62
2025-02-01 01:34:37,114,11.4,1.73
2025-02-01 01:34:37,90,7.2,0.79
2025-02-01 01:34:37,79,9.3,1.5
2025-02-01 01:34:37,48,18.4,3.42
2025-02-01 01:34:38,100,12.43,1.52
2025-02-01 01:34:39,144,6.5,0.8
2025-02-01 01:34:39,230,22.2,5.44
2025-02-01 01:34:40,158,13.7,2.05
2025-02-01 01:34:41,113,12.57,1.7
2025-02-01 01:34:41,79,9.3,1.3
2025-02-01 01:34:42,114,20.5,3.6
2025-02-01 01:34:43,148,12.8,2.5
2025-02-01 01:34:43,79,24.05,5.82
2025-02-01 01:34:44,179,10.7,2.16
2025-02-01 01:34:44,112,22.73,6.99
2025-02-01 01:34:44,79,8.55,0.43
2025-02-01 01:34:44,224,31.57,7.7
2025-02-01 01:34:45,229,19.1,3.6
2025-02-01 01:34:46,148,12.8,1.83
2025-02-01 01:34:46,264,5.1,0.48
2025-02-01 01:34:46,125,4.4,0.41
2025-02-01 01:34:47,100,8.6,1.0
2025-02-01 01:34:48,90,9.11,1.73
2025-02-01 01:34:49,263,6.5,1.09
2025-02-01 01:34:49,144,13.5,1.62
2025-02-01 01:34:50,249,7.9,0.74
2025-02-01 01:34:51,114,17.56,3.2
2025-02-01 01:34:51,79,7.2,0.83
2025-02-01 01:34:52,255,26.01,5.62
2025-02-01 01:34:53,239,10.25,1.83
2025-02-01 01:34:53,255,25.07,5.0
2025-02-01 01:34:54,114,31.0,6.92
2025-02-01 01:34:54,137,11.4,1.81
2025-02-01 01:34:54,170,26.1,6.5
2025-02-01 01:34:54,114,9.28,0.88
2025-02-01 01:34:55,161,6.5,1.07
2025-02-01 01:34:57,4,8.6,0.75
2025-02-01 01:34:58,79,9.92,1.57
2025-02-01 01:34:58,249,16.3,2.89
2025-02-01 01:34:58,49,14.89,2.57
2025-02-01 01:34:58,137,12.8,2.3
2025-02-01 01:35:00,79,10.87,1.79
2025-02-01 01:35:01,107,8.6,1.24
2025-02-01 01:35:01,211,10.0,1.49
2025-02-01 01:35:02,211,18.23,2.83
2025-02-01 01:35:02,79,14.34,2.25
2025-02-01 01:35:03,170,13.5,2.12
2025-02-01 01:35:03,107,13.5,2.1
2025-02-01 01:35:03,246,22.0,4.33
2025-02-01 01:35:04,79,15.6,3.08
2025-02-01 01:35:05,249,8.6,1.4
2025-02-01 01:35:05,148,11.4,1.96
2025-02-01 01:35:05,79,8.72,1.34
2025-02-01 01:35:06,114,14.51,2.0
2025-02-01 01:35:06,144,9.83,1.1
2025-02-01 01:35:07,144,5.8,0.46
2025-02-01 01:35:08,211,10.0,1.2
2025-02-01 01:35:09,234,14.2,2.65
2025-02-01 01:35:10,148,16.3,2.56
2025-02-01 01:35:11,79,10.89,1.77
2025-02-01 01:35:11,90,12.1,1.76
2025-02-01 01:35:13,144,15.6,2.7
2025-02-01 01:35:14,79,7.2,0.71
2025-02-01 01:35:14,246,12.1,1.97
2025-02-01 01:35:17,230,6.5,0.96
2025-02-01 01:35:18,211,31.2,4.61
2025-02-01 01:35:19,79,13.5,1.84
2025-02-01 01:35:19,249,11.82,1.6
2025-02-01 01:35:19,90,14.33,2.99
2025-02-01 01:35:20,79,14.27,2.2
2025-02-01 01:35:21,249,13.5,2.18
2025-02-01 01:35:21,249,8.6,1.3
2025-02-01 01:35:24,263,11.4,1.8
2025-02-01 01:35:24,148,5.8,0.6
2025-02-01 01:35:25,114,10.0,1.5
2025-02-01 01:35:25,163,12.8,2.3
2025-02-01 01:35:25,148,10.0,1.6
2025-02-01 01:35:27,148,12.1,1.9
2025-02-01 01:35:27,144,12.1,1.71
2025-02-01 01:35:28,142,16.3,3.7
2025-02-01 01:35:29,45,10.0,1.41
2025-02-01 01:35:29,158,13.96,1.65
2025-02-01 01:35:30,113,8.6,1.4
2025-02-01 01:35:31,45,19.02,4.5
2025-02-01 01:35:32,79,8.6,1.14
2025-02-01 01:35:33,144,11.4,1.52
2025-02-01 01:35:34,249,7.9,1.0
2025-02-01 01:35:36,249,15.47,1.74
2025-02-01 01:35:36,148,16.56,2.66
2025-02-01 01:35:36,79,10.38,1.32
2025-02-01 01:35:36,158,14.5,2.38
2025-02-01 01:35:37,158,21.9,5.01
